compania;fecha;usucrea;entidad;contrato;nocontrato;ambito;pabellon;cup
CLINICA SAN JUAN DE DIOS;09/05/2014 16:57;PATRICIA PINEDA (Contratacion Salud);830074184-5;SALUD VIDA EPS-S - SUBSIDIADO.;17001-18749;Hospitalizacion;UCA JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;09/05/2014 16:58;PATRICIA PINEDA (Contratacion Salud);830074184-5;SALUD VIDA EPS-S - SUBSIDIADO.;17001-18749;Hospitalizacion;UCI-P;S12750
CLINICA SAN JUAN DE DIOS;09/05/2014 16:58;PATRICIA PINEDA (Contratacion Salud);830074184-5;SALUD VIDA EPS-S - SUBSIDIADO.;17001-18749;Urgencias;OBSERVACION;S20100
CLINICA SAN JUAN DE DIOS;09/05/2014 16:58;PATRICIA PINEDA (Contratacion Salud);830074184-5;SALUD VIDA EPS-S - SUBSIDIADO.;17001-18749;Urgencias;SERVICIO TEMPORAL;S20100
CLINICA SAN JUAN DE DIOS;09/05/2014 17:24;PATRICIA PINEDA (Contratacion Salud);899999063-3;CONTRATO UNIVERSIDAD NACIONAL DE COLOMBIA (UNISALUD).;ODS No 54;Hospitalizacion;ADICCIONES;S12741
CLINICA SAN JUAN DE DIOS;09/05/2014 17:24;PATRICIA PINEDA (Contratacion Salud);899999063-3;CONTRATO UNIVERSIDAD NACIONAL DE COLOMBIA (UNISALUD).;ODS No 54;Hospitalizacion;CRONICAS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;09/05/2014 17:24;PATRICIA PINEDA (Contratacion Salud);899999063-3;CONTRATO UNIVERSIDAD NACIONAL DE COLOMBIA (UNISALUD).;ODS No 54;Hospitalizacion;CRONICOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;09/05/2014 17:24;PATRICIA PINEDA (Contratacion Salud);899999063-3;CONTRATO UNIVERSIDAD NACIONAL DE COLOMBIA (UNISALUD).;ODS No 54;Hospitalizacion;INIMPUTABLES;S12741
CLINICA SAN JUAN DE DIOS;09/05/2014 17:24;PATRICIA PINEDA (Contratacion Salud);899999063-3;CONTRATO UNIVERSIDAD NACIONAL DE COLOMBIA (UNISALUD).;ODS No 54;Hospitalizacion;INTERMEDIOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;09/05/2014 17:25;PATRICIA PINEDA (Contratacion Salud);899999063-3;CONTRATO UNIVERSIDAD NACIONAL DE COLOMBIA (UNISALUD).;ODS No 54;Hospitalizacion;INTERMEDIOS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;09/05/2014 17:25;PATRICIA PINEDA (Contratacion Salud);899999063-3;CONTRATO UNIVERSIDAD NACIONAL DE COLOMBIA (UNISALUD).;ODS No 54;Hospitalizacion;JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;09/05/2014 17:25;PATRICIA PINEDA (Contratacion Salud);899999063-3;CONTRATO UNIVERSIDAD NACIONAL DE COLOMBIA (UNISALUD).;ODS No 54;Hospitalizacion;PISO HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;09/05/2014 17:25;PATRICIA PINEDA (Contratacion Salud);899999063-3;CONTRATO UNIVERSIDAD NACIONAL DE COLOMBIA (UNISALUD).;ODS No 54;Hospitalizacion;PISO MUJERES;S12741
CLINICA SAN JUAN DE DIOS;09/05/2014 17:25;PATRICIA PINEDA (Contratacion Salud);899999063-3;CONTRATO UNIVERSIDAD NACIONAL DE COLOMBIA (UNISALUD).;ODS No 54;Hospitalizacion;UCA;S12740
CLINICA SAN JUAN DE DIOS;09/05/2014 17:25;PATRICIA PINEDA (Contratacion Salud);899999063-3;CONTRATO UNIVERSIDAD NACIONAL DE COLOMBIA (UNISALUD).;ODS No 54;Hospitalizacion;UCA JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;09/05/2014 17:25;PATRICIA PINEDA (Contratacion Salud);899999063-3;CONTRATO UNIVERSIDAD NACIONAL DE COLOMBIA (UNISALUD).;ODS No 54;Hospitalizacion;UCI-P;S12750
CLINICA SAN JUAN DE DIOS;09/05/2014 17:25;PATRICIA PINEDA (Contratacion Salud);899999063-3;CONTRATO UNIVERSIDAD NACIONAL DE COLOMBIA (UNISALUD).;ODS No 54;Urgencias;OBSERVACION;S20100
CLINICA SAN JUAN DE DIOS;09/05/2014 17:25;PATRICIA PINEDA (Contratacion Salud);899999063-3;CONTRATO UNIVERSIDAD NACIONAL DE COLOMBIA (UNISALUD).;ODS No 54;Urgencias;SERVICIO TEMPORAL;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 08:55;PATRICIA PINEDA (Contratacion Salud);817001773-3;CONTRATO ASOCIACION INDIGENA DEL CAUCA.;214;Hospitalizacion;ADICCIONES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 08:55;PATRICIA PINEDA (Contratacion Salud);817001773-3;CONTRATO ASOCIACION INDIGENA DEL CAUCA.;214;Hospitalizacion;CRONICAS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 08:55;PATRICIA PINEDA (Contratacion Salud);817001773-3;CONTRATO ASOCIACION INDIGENA DEL CAUCA.;214;Hospitalizacion;CRONICOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 08:55;PATRICIA PINEDA (Contratacion Salud);817001773-3;CONTRATO ASOCIACION INDIGENA DEL CAUCA.;214;Hospitalizacion;INIMPUTABLES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 08:56;PATRICIA PINEDA (Contratacion Salud);817001773-3;CONTRATO ASOCIACION INDIGENA DEL CAUCA.;214;Hospitalizacion;INTERMEDIOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 08:56;PATRICIA PINEDA (Contratacion Salud);817001773-3;CONTRATO ASOCIACION INDIGENA DEL CAUCA.;214;Hospitalizacion;INTERMEDIOS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 08:56;PATRICIA PINEDA (Contratacion Salud);817001773-3;CONTRATO ASOCIACION INDIGENA DEL CAUCA.;214;Hospitalizacion;JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 08:56;PATRICIA PINEDA (Contratacion Salud);817001773-3;CONTRATO ASOCIACION INDIGENA DEL CAUCA.;214;Hospitalizacion;PISO HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 08:56;PATRICIA PINEDA (Contratacion Salud);817001773-3;CONTRATO ASOCIACION INDIGENA DEL CAUCA.;214;Hospitalizacion;PISO MUJERES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 08:56;PATRICIA PINEDA (Contratacion Salud);817001773-3;CONTRATO ASOCIACION INDIGENA DEL CAUCA.;214;Hospitalizacion;UCA;S12740
CLINICA SAN JUAN DE DIOS;12/05/2014 08:56;PATRICIA PINEDA (Contratacion Salud);817001773-3;CONTRATO ASOCIACION INDIGENA DEL CAUCA.;214;Hospitalizacion;UCA JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 08:56;PATRICIA PINEDA (Contratacion Salud);817001773-3;CONTRATO ASOCIACION INDIGENA DEL CAUCA.;214;Hospitalizacion;UCI-P;S12750
CLINICA SAN JUAN DE DIOS;12/05/2014 08:56;PATRICIA PINEDA (Contratacion Salud);817001773-3;CONTRATO ASOCIACION INDIGENA DEL CAUCA.;214;Urgencias;OBSERVACION;S20100
CLINICA SAN JUAN DE DIOS;12/05/2014 08:56;PATRICIA PINEDA (Contratacion Salud);817001773-3;CONTRATO ASOCIACION INDIGENA DEL CAUCA.;214;Urgencias;SERVICIO TEMPORAL;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 09:18;PATRICIA PINEDA (Contratacion Salud);817000248-3;CONTRATO ASMETSALUD EPS-S.;B-319-13;Hospitalizacion;ADICCIONES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 09:18;PATRICIA PINEDA (Contratacion Salud);817000248-3;CONTRATO ASMETSALUD EPS-S.;B-319-13;Hospitalizacion;CRONICAS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 09:18;PATRICIA PINEDA (Contratacion Salud);817000248-3;CONTRATO ASMETSALUD EPS-S.;B-319-13;Hospitalizacion;CRONICOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 09:18;PATRICIA PINEDA (Contratacion Salud);817000248-3;CONTRATO ASMETSALUD EPS-S.;B-319-13;Hospitalizacion;INIMPUTABLES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 09:18;PATRICIA PINEDA (Contratacion Salud);817000248-3;CONTRATO ASMETSALUD EPS-S.;B-319-13;Hospitalizacion;INTERMEDIOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 09:18;PATRICIA PINEDA (Contratacion Salud);817000248-3;CONTRATO ASMETSALUD EPS-S.;B-319-13;Hospitalizacion;INTERMEDIOS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 09:19;PATRICIA PINEDA (Contratacion Salud);817000248-3;CONTRATO ASMETSALUD EPS-S.;B-319-13;Hospitalizacion;JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 09:19;PATRICIA PINEDA (Contratacion Salud);817000248-3;CONTRATO ASMETSALUD EPS-S.;B-319-13;Hospitalizacion;PISO HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 09:19;PATRICIA PINEDA (Contratacion Salud);817000248-3;CONTRATO ASMETSALUD EPS-S.;B-319-13;Hospitalizacion;PISO MUJERES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 09:19;PATRICIA PINEDA (Contratacion Salud);817000248-3;CONTRATO ASMETSALUD EPS-S.;B-319-13;Hospitalizacion;UCA;S12740
CLINICA SAN JUAN DE DIOS;12/05/2014 09:19;PATRICIA PINEDA (Contratacion Salud);817000248-3;CONTRATO ASMETSALUD EPS-S.;B-319-13;Hospitalizacion;UCA JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 09:19;PATRICIA PINEDA (Contratacion Salud);817000248-3;CONTRATO ASMETSALUD EPS-S.;B-319-13;Hospitalizacion;UCI-P;S12750
CLINICA SAN JUAN DE DIOS;12/05/2014 09:19;PATRICIA PINEDA (Contratacion Salud);817000248-3;CONTRATO ASMETSALUD EPS-S.;B-319-13;Urgencias;OBSERVACION;S20100
CLINICA SAN JUAN DE DIOS;12/05/2014 09:19;PATRICIA PINEDA (Contratacion Salud);817000248-3;CONTRATO ASMETSALUD EPS-S.;B-319-13;Urgencias;SERVICIO TEMPORAL;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 09:26;PATRICIA PINEDA (Contratacion Salud);830023202-1;CONTRATO COSMITET LTDA.;0;Hospitalizacion;ADICCIONES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 09:26;PATRICIA PINEDA (Contratacion Salud);830023202-1;CONTRATO COSMITET LTDA.;0;Hospitalizacion;CRONICAS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 09:27;PATRICIA PINEDA (Contratacion Salud);830023202-1;CONTRATO COSMITET LTDA.;0;Hospitalizacion;CRONICOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 09:27;PATRICIA PINEDA (Contratacion Salud);830023202-1;CONTRATO COSMITET LTDA.;0;Hospitalizacion;INIMPUTABLES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 09:27;PATRICIA PINEDA (Contratacion Salud);830023202-1;CONTRATO COSMITET LTDA.;0;Hospitalizacion;INTERMEDIOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 09:27;PATRICIA PINEDA (Contratacion Salud);830023202-1;CONTRATO COSMITET LTDA.;0;Hospitalizacion;INTERMEDIOS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 09:27;PATRICIA PINEDA (Contratacion Salud);830023202-1;CONTRATO COSMITET LTDA.;0;Hospitalizacion;JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 09:27;PATRICIA PINEDA (Contratacion Salud);830023202-1;CONTRATO COSMITET LTDA.;0;Hospitalizacion;PISO HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 09:28;PATRICIA PINEDA (Contratacion Salud);830023202-1;CONTRATO COSMITET LTDA.;0;Hospitalizacion;PISO MUJERES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 09:28;PATRICIA PINEDA (Contratacion Salud);830023202-1;CONTRATO COSMITET LTDA.;0;Hospitalizacion;UCA;S12740
CLINICA SAN JUAN DE DIOS;12/05/2014 09:28;PATRICIA PINEDA (Contratacion Salud);830023202-1;CONTRATO COSMITET LTDA.;0;Hospitalizacion;UCA JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 09:28;PATRICIA PINEDA (Contratacion Salud);830023202-1;CONTRATO COSMITET LTDA.;0;Hospitalizacion;UCI-P;S12750
CLINICA SAN JUAN DE DIOS;12/05/2014 09:29;PATRICIA PINEDA (Contratacion Salud);830023202-1;CONTRATO COSMITET LTDA.;0;Urgencias;OBSERVACION;S20100
CLINICA SAN JUAN DE DIOS;12/05/2014 09:29;PATRICIA PINEDA (Contratacion Salud);830023202-1;CONTRATO COSMITET LTDA.;0;Urgencias;SERVICIO TEMPORAL;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 10:29;PATRICIA PINEDA (Contratacion Salud);800223979-4;CONTRATO POLICIA NACIONAL.;19-7-20051;Hospitalizacion;ADICCIONES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 10:29;PATRICIA PINEDA (Contratacion Salud);800223979-4;CONTRATO POLICIA NACIONAL.;19-7-20051;Hospitalizacion;CRONICAS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 10:29;PATRICIA PINEDA (Contratacion Salud);800223979-4;CONTRATO POLICIA NACIONAL.;19-7-20051;Hospitalizacion;CRONICOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 10:29;PATRICIA PINEDA (Contratacion Salud);800223979-4;CONTRATO POLICIA NACIONAL.;19-7-20051;Hospitalizacion;INIMPUTABLES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 10:29;PATRICIA PINEDA (Contratacion Salud);800223979-4;CONTRATO POLICIA NACIONAL.;19-7-20051;Hospitalizacion;INTERMEDIOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 10:29;PATRICIA PINEDA (Contratacion Salud);800223979-4;CONTRATO POLICIA NACIONAL.;19-7-20051;Hospitalizacion;INTERMEDIOS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 10:29;PATRICIA PINEDA (Contratacion Salud);800223979-4;CONTRATO POLICIA NACIONAL.;19-7-20051;Hospitalizacion;JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 10:29;PATRICIA PINEDA (Contratacion Salud);800223979-4;CONTRATO POLICIA NACIONAL.;19-7-20051;Hospitalizacion;PISO HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 10:29;PATRICIA PINEDA (Contratacion Salud);800223979-4;CONTRATO POLICIA NACIONAL.;19-7-20051;Hospitalizacion;PISO MUJERES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 10:30;PATRICIA PINEDA (Contratacion Salud);800223979-4;CONTRATO POLICIA NACIONAL.;19-7-20051;Hospitalizacion;UCA;S12740
CLINICA SAN JUAN DE DIOS;12/05/2014 10:30;PATRICIA PINEDA (Contratacion Salud);800223979-4;CONTRATO POLICIA NACIONAL.;19-7-20051;Hospitalizacion;UCA JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 10:30;PATRICIA PINEDA (Contratacion Salud);800223979-4;CONTRATO POLICIA NACIONAL.;19-7-20051;Hospitalizacion;UCI-P;S12750
CLINICA SAN JUAN DE DIOS;12/05/2014 10:30;PATRICIA PINEDA (Contratacion Salud);800223979-4;CONTRATO POLICIA NACIONAL.;19-7-20051;Urgencias;OBSERVACION;S20100
CLINICA SAN JUAN DE DIOS;12/05/2014 10:30;PATRICIA PINEDA (Contratacion Salud);800223979-4;CONTRATO POLICIA NACIONAL.;19-7-20051;Urgencias;SERVICIO TEMPORAL;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 10:51;PATRICIA PINEDA (Contratacion Salud);800223979-4;POLICIA NACIONAL- CLINICA DE HIPERACTIVIDAD Y NEUROPSICOLOGIA.;PN-ARSAN-DECAL- N- 19-7-20181-2013;Hospitalizacion;ADICCIONES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 10:51;PATRICIA PINEDA (Contratacion Salud);800223979-4;POLICIA NACIONAL- CLINICA DE HIPERACTIVIDAD Y NEUROPSICOLOGIA.;PN-ARSAN-DECAL- N- 19-7-20181-2013;Hospitalizacion;CRONICAS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 10:51;PATRICIA PINEDA (Contratacion Salud);800223979-4;POLICIA NACIONAL- CLINICA DE HIPERACTIVIDAD Y NEUROPSICOLOGIA.;PN-ARSAN-DECAL- N- 19-7-20181-2013;Hospitalizacion;CRONICOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 10:51;PATRICIA PINEDA (Contratacion Salud);800223979-4;POLICIA NACIONAL- CLINICA DE HIPERACTIVIDAD Y NEUROPSICOLOGIA.;PN-ARSAN-DECAL- N- 19-7-20181-2013;Hospitalizacion;INIMPUTABLES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 10:51;PATRICIA PINEDA (Contratacion Salud);800223979-4;POLICIA NACIONAL- CLINICA DE HIPERACTIVIDAD Y NEUROPSICOLOGIA.;PN-ARSAN-DECAL- N- 19-7-20181-2013;Hospitalizacion;INTERMEDIOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 10:51;PATRICIA PINEDA (Contratacion Salud);800223979-4;POLICIA NACIONAL- CLINICA DE HIPERACTIVIDAD Y NEUROPSICOLOGIA.;PN-ARSAN-DECAL- N- 19-7-20181-2013;Hospitalizacion;INTERMEDIOS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 10:51;PATRICIA PINEDA (Contratacion Salud);800223979-4;POLICIA NACIONAL- CLINICA DE HIPERACTIVIDAD Y NEUROPSICOLOGIA.;PN-ARSAN-DECAL- N- 19-7-20181-2013;Hospitalizacion;JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 10:52;PATRICIA PINEDA (Contratacion Salud);800223979-4;POLICIA NACIONAL- CLINICA DE HIPERACTIVIDAD Y NEUROPSICOLOGIA.;PN-ARSAN-DECAL- N- 19-7-20181-2013;Hospitalizacion;PISO HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 10:52;PATRICIA PINEDA (Contratacion Salud);800223979-4;POLICIA NACIONAL- CLINICA DE HIPERACTIVIDAD Y NEUROPSICOLOGIA.;PN-ARSAN-DECAL- N- 19-7-20181-2013;Hospitalizacion;PISO MUJERES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 10:52;PATRICIA PINEDA (Contratacion Salud);800223979-4;POLICIA NACIONAL- CLINICA DE HIPERACTIVIDAD Y NEUROPSICOLOGIA.;PN-ARSAN-DECAL- N- 19-7-20181-2013;Hospitalizacion;UCA;S12740
CLINICA SAN JUAN DE DIOS;12/05/2014 10:52;PATRICIA PINEDA (Contratacion Salud);800223979-4;POLICIA NACIONAL- CLINICA DE HIPERACTIVIDAD Y NEUROPSICOLOGIA.;PN-ARSAN-DECAL- N- 19-7-20181-2013;Hospitalizacion;UCA JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 10:52;PATRICIA PINEDA (Contratacion Salud);800223979-4;POLICIA NACIONAL- CLINICA DE HIPERACTIVIDAD Y NEUROPSICOLOGIA.;PN-ARSAN-DECAL- N- 19-7-20181-2013;Hospitalizacion;UCI-P;S12750
CLINICA SAN JUAN DE DIOS;12/05/2014 10:53;PATRICIA PINEDA (Contratacion Salud);800223979-4;POLICIA NACIONAL- CLINICA DE HIPERACTIVIDAD Y NEUROPSICOLOGIA.;PN-ARSAN-DECAL- N- 19-7-20181-2013;Urgencias;OBSERVACION;S20100
CLINICA SAN JUAN DE DIOS;12/05/2014 10:53;PATRICIA PINEDA (Contratacion Salud);800223979-4;POLICIA NACIONAL- CLINICA DE HIPERACTIVIDAD Y NEUROPSICOLOGIA.;PN-ARSAN-DECAL- N- 19-7-20181-2013;Urgencias;SERVICIO TEMPORAL;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 15:15;PATRICIA PINEDA (Contratacion Salud);899999068-1;ECOPETROL S.A.;5210400;Hospitalizacion;ADICCIONES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 15:15;PATRICIA PINEDA (Contratacion Salud);899999068-1;ECOPETROL S.A.;5210400;Hospitalizacion;CRONICAS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 15:15;PATRICIA PINEDA (Contratacion Salud);899999068-1;ECOPETROL S.A.;5210400;Hospitalizacion;CRONICOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 15:15;PATRICIA PINEDA (Contratacion Salud);899999068-1;ECOPETROL S.A.;5210400;Hospitalizacion;INIMPUTABLES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 15:15;PATRICIA PINEDA (Contratacion Salud);899999068-1;ECOPETROL S.A.;5210400;Hospitalizacion;INTERMEDIOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 15:15;PATRICIA PINEDA (Contratacion Salud);899999068-1;ECOPETROL S.A.;5210400;Hospitalizacion;INTERMEDIOS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 15:15;PATRICIA PINEDA (Contratacion Salud);899999068-1;ECOPETROL S.A.;5210400;Hospitalizacion;JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 15:16;PATRICIA PINEDA (Contratacion Salud);899999068-1;ECOPETROL S.A.;5210400;Hospitalizacion;PISO HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 15:16;PATRICIA PINEDA (Contratacion Salud);899999068-1;ECOPETROL S.A.;5210400;Hospitalizacion;PISO MUJERES;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 15:16;PATRICIA PINEDA (Contratacion Salud);899999068-1;ECOPETROL S.A.;5210400;Hospitalizacion;UCA;S12740
CLINICA SAN JUAN DE DIOS;12/05/2014 15:16;PATRICIA PINEDA (Contratacion Salud);899999068-1;ECOPETROL S.A.;5210400;Hospitalizacion;UCA JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;12/05/2014 15:16;PATRICIA PINEDA (Contratacion Salud);899999068-1;ECOPETROL S.A.;5210400;Hospitalizacion;UCI-P;S12750
CLINICA SAN JUAN DE DIOS;12/05/2014 15:16;PATRICIA PINEDA (Contratacion Salud);899999068-1;ECOPETROL S.A.;5210400;Urgencias;OBSERVACION;S20100
CLINICA SAN JUAN DE DIOS;12/05/2014 15:16;PATRICIA PINEDA (Contratacion Salud);899999068-1;ECOPETROL S.A.;5210400;Urgencias;SERVICIO TEMPORAL;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:02;PATRICIA PINEDA (Contratacion Salud);800251440-6;EPS SANITAS;NA;Hospitalizacion;ADICCIONES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:02;PATRICIA PINEDA (Contratacion Salud);800251440-6;EPS SANITAS.;NA;Hospitalizacion;CRONICAS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:02;PATRICIA PINEDA (Contratacion Salud);800251440-6;EPS SANITAS.;NA;Hospitalizacion;CRONICOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:03;PATRICIA PINEDA (Contratacion Salud);800251440-6;EPS SANITAS.;NA;Hospitalizacion;INIMPUTABLES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:03;PATRICIA PINEDA (Contratacion Salud);800251440-6;EPS SANITAS.;NA;Hospitalizacion;INTERMEDIOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:03;PATRICIA PINEDA (Contratacion Salud);800251440-6;EPS SANITAS.;NA;Hospitalizacion;INTERMEDIOS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:03;PATRICIA PINEDA (Contratacion Salud);800251440-6;EPS SANITAS.;NA;Hospitalizacion;JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:03;PATRICIA PINEDA (Contratacion Salud);800251440-6;EPS SANITAS.;NA;Hospitalizacion;PISO HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:03;PATRICIA PINEDA (Contratacion Salud);800251440-6;EPS SANITAS.;NA;Hospitalizacion;PISO MUJERES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:03;PATRICIA PINEDA (Contratacion Salud);800251440-6;EPS SANITAS.;NA;Hospitalizacion;UCA;S12740
CLINICA SAN JUAN DE DIOS;14/05/2014 15:03;PATRICIA PINEDA (Contratacion Salud);800251440-6;EPS SANITAS.;NA;Hospitalizacion;UCA JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:03;PATRICIA PINEDA (Contratacion Salud);800251440-6;EPS SANITAS.;NA;Hospitalizacion;UCI-P;S12750
CLINICA SAN JUAN DE DIOS;14/05/2014 15:09;PATRICIA PINEDA (Contratacion Salud);860078828-7;COLSANITAS BANCO DE LA REPUBLICA.;N.A;Hospitalizacion;ADICCIONES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:09;PATRICIA PINEDA (Contratacion Salud);860078828-7;COLSANITAS BANCO DE LA REPUBLICA.;N.A;Hospitalizacion;CRONICAS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:09;PATRICIA PINEDA (Contratacion Salud);860078828-7;COLSANITAS BANCO DE LA REPUBLICA.;N.A;Hospitalizacion;CRONICOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:09;PATRICIA PINEDA (Contratacion Salud);860078828-7;COLSANITAS BANCO DE LA REPUBLICA.;N.A;Hospitalizacion;INIMPUTABLES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:09;PATRICIA PINEDA (Contratacion Salud);860078828-7;COLSANITAS BANCO DE LA REPUBLICA.;N.A;Hospitalizacion;INTERMEDIOS HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:09;PATRICIA PINEDA (Contratacion Salud);860078828-7;COLSANITAS BANCO DE LA REPUBLICA.;N.A;Hospitalizacion;INTERMEDIOS MUJERES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:09;PATRICIA PINEDA (Contratacion Salud);860078828-7;COLSANITAS BANCO DE LA REPUBLICA.;N.A;Hospitalizacion;JUAN CIUDAD;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:09;PATRICIA PINEDA (Contratacion Salud);860078828-7;COLSANITAS BANCO DE LA REPUBLICA.;N.A;Hospitalizacion;PISO HOMBRES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:09;PATRICIA PINEDA (Contratacion Salud);860078828-7;COLSANITAS BANCO DE LA REPUBLICA.;N.A;Hospitalizacion;PISO MUJERES;S12741
CLINICA SAN JUAN DE DIOS;14/05/2014 15:09;PATRICIA PINEDA (Contratacion Salud);860078828-7;COLSANITAS BANCO DE LA REPUBLICA.;N.A;Hospitalizacion;UCA;S12740
