"usuario";"modulo";"madre";"compania"
"USUARIOTMP";"INTERVALO AGENDA";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"GRUPOS QUIRURGICOS";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"TIPOS FACTURAS";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"COMEDOR";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CONSISTENCIAS DIETA";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"OCUPACIONES";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"RAZAS";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"NIVEL DE ESCOLARIDAD";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CONTRATOS";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"ASEGURADORAS";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CONSULTA EXTERNA";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"PAQUETES";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"TOPES COPAGO";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"VALOR MULTA";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"DIAS EJECUTADOS CONTRATOS";"CONTRATACION EN SALUD";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"ADMISION";"";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"AGENDA MEDICA";"ADMISION";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"TRASLADO AGENDA";"ADMISION";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CITAS EXPIRADAS";"ADMISION";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"INFORMES";"ADMISION";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"MULTAS";"ADMISION";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"VER MULTAS";"ADMISION";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"ORIGEN LEVANTAMIENTO MULTA";"ADMISION";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"MOTIVO LEVANTAMIENTO MULTA";"ADMISION";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CIERRE DE CAJA";"ADMISION";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"BLOQUEO X CUPS";"ADMISION";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CONSULTA DE CITAS";"ADMISION";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"ESTADISTICA";"";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"INFORMES";"ESTADISTICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"APERTURA NUEVAS HISTORIAS CLINICAS";"ESTADISTICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CONSOLIDADO HISTORICOS";"ESTADISTICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CONSOLIDADOS  FACTURACION";"ESTADISTICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CONSULTA EXTERNA";"ESTADISTICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CONTROL ORDENADOS Y DESPACHADOS";"ESTADISTICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"DIAS DE ESTANCIA POR PACIENTES";"ESTADISTICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"EGRESO DE PACIENTES";"ESTADISTICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"HOSPITALARIOS";"ESTADISTICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"INDICADORES DINAMICOS HC";"ESTADISTICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"INDICADORES HISTORIA CLINICA";"ESTADISTICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"INFORMACION DE LOTES";"ESTADISTICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"INFORME FRACCIONADOS";"ESTADISTICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"INFORMES HISTORIA CLINICA";"ESTADISTICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"INGRESO DE PACIENTES";"ESTADISTICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"LISTADO DISPOSITIVOS MEDICOS";"ESTADISTICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"LISTADO MEDICAMENTOS";"ESTADISTICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"MEDICAMENTOS";"ESTADISTICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"MEDICAMENTOS NO POS";"ESTADISTICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"MORBILIDAD X FORMATOS";"ESTADISTICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"MORTALIDAD";"ESTADISTICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"MOVIMIENTOS DE FARMACIA";"ESTADISTICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"PERFIL SEGUIMIENTO FARMACOTERAPÉUTICO";"ESTADISTICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"POLIFARMACIA DETALLADO";"ESTADISTICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"POLIFARMACIA RESUMIDO";"ESTADISTICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"TRASLADOS DE UNIDADES";"ESTADISTICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"REGISTRO DE MEDICAMENTOS";"ESTADISTICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"PACIENTES X PERIODOS";"ESTADISTICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"INDICADORES";"ESTADISTICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"INDICADORES ATENCION AMBULATORIA";"ESTADISTICA";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"FACTURACION";"";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"LIQUIDACION EN MASA";"FACTURACION";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"GESTION DE LIQUIDACIONES";"FACTURACION";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"FACTURAR";"FACTURACION";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"GESTION DE FACTURAS";"FACTURACION";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CONSOLIDACION DE FACTURA";"FACTURACION";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"EDICION FACTURA";"FACTURACION";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"RIPS";"FACTURACION";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"TRANSFERENCIA CONTABLE";"FACTURACION";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"FURIPS";"FACTURACION";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"FURIPS PENDIENTES";"FACTURACION";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"FURIPS DILIGENCIADOS";"FACTURACION";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"ARCHIVO PLANO";"FACTURACION";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CONFIGURACION";"FACTURACION";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"NUM INICIAL RECLAMACION";"FACTURACION";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"ACTUALIZAR NO. FACTURA";"FACTURACION";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"ACTUALIZAR LIQUIDACIONES";"FACTURACION";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CARTERA Y GLOSAS";"";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"RADICACION";"CARTERA Y GLOSAS";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"RECEPCION DE GLOSAS";"CARTERA Y GLOSAS";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"RESPUESTA GLOSA";"CARTERA Y GLOSAS";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"RADICACION DE RESPUESTA";"CARTERA Y GLOSAS";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"RECEPCION DE RESPUESTA";"CARTERA Y GLOSAS";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CONCILIACION";"CARTERA Y GLOSAS";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"INFORME";"CARTERA Y GLOSAS";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"DEVOLUCION";"CARTERA Y GLOSAS";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CONFIGURACION";"CARTERA Y GLOSAS";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CLASE DE GLOSAS";"CARTERA Y GLOSAS";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CODIGO  GLOSA";"CARTERA Y GLOSAS";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"USUARIOS";"CARTERA Y GLOSAS";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CODIGO RTTA GLOSAS";"CARTERA Y GLOSAS";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CORREO INTERNO";"";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"BANDEJA DE ENTRADA";"CORREO INTERNO";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"QUEJAS Y RECLAMOS";"";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"APERTURA DE BUZON";"QUEJAS Y RECLAMOS";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"REGISTRAR SOLICITUDES";"QUEJAS Y RECLAMOS";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"DIRECCIONAMIENTO";"QUEJAS Y RECLAMOS";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"ARGUMENTACION";"QUEJAS Y RECLAMOS";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"ACCIONES PROPUESTAS";"QUEJAS Y RECLAMOS";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"VISTO BUENO ACCIONES PROPUESTAS";"QUEJAS Y RECLAMOS";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"RESULTADOS DE ACCIONES";"QUEJAS Y RECLAMOS";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CONFIGURACION";"QUEJAS Y RECLAMOS";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"NUM INICIAL ACTA APERTURA";"QUEJAS Y RECLAMOS";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CLASIFICACION QUEJAS";"QUEJAS Y RECLAMOS";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"APROBADOR";"QUEJAS Y RECLAMOS";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"COORDINADORES DE AREA";"QUEJAS Y RECLAMOS";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CANALES DE COMUNICACION";"QUEJAS Y RECLAMOS";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"PROCESOS";"QUEJAS Y RECLAMOS";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"GESTION DE CALIDAD";"";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"ADMINISTRADOR";"";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"GESTIÓN DE USUARIOS";"ADMINISTRADOR";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"GESTIÓN DE COMPAÑIAS";"ADMINISTRADOR";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"MENSAJE INSTITUCIONAL";"ADMINISTRADOR";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"ALERTAS";"ADMINISTRADOR";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CONFIGURACION";"ADMINISTRADOR";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"CONV DIRECCIONES";"ADMINISTRADOR";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"DEPARTAMENTOS";"ADMINISTRADOR";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"MUNICIPIOS";"ADMINISTRADOR";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"ESTILOS";"ADMINISTRADOR";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"FIRMAS INFORMES";"ADMINISTRADOR";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"VEREDAS";"ADMINISTRADOR";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"REALIZAR COPIA DE SEGURIDAD";"ADMINISTRADOR";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"RESTAURAR COPIA DE SEGURIDAD";"ADMINISTRADOR";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"ACTUALIZACION EN LINEA";"ADMINISTRADOR";"CLINICA SAN JUAN DE DIOS"
"USUARIOTMP";"GESTIÓN DE AÑOS";"ADMINISTRADOR";"CLINICA SAN JUAN DE DIOS"
